"district","first","last","id","affiliation","user_id","screen_name","chamber"
"NY-19","Chris","Gibson","3619","1","234937222","RepChrisGibson","0"
"TN-03","Chuck","Fleischmann","4703","1","235190657","RepChuck","0"
"MO-05","Emanuel","Cleaver","2905","2","163570705","repcleaver","0"
"TN-09","Steve","Cohen","4709","2","162069635","RepCohen","0"
"FL-05","Corrine","Brown","1205","2","292935209","RepCorrineBrown","0"
"CO-04","Cory","Gardner","804","1","235217558","repcorygardner","0"
"TX-28","Henry","Cuellar","4828","2","210926192","RepCuellar","0"
"MI-04","Dave","Camp","2604","1","28176898","RepDaveCamp","0"
"AZ-06","David","Schweikert","406","1","229197216","RepDavid","0"
"NC-04","David","Price","3712","2","155669457","RepDavidEPrice","0"
"GA-13","David","Scott","1313","2","168673083","repdavidscott","0"
"FL-15","Dennis","Ross","1215","1","33655490","RepDennisRoss","0"
"WA-06","Derek","Kilmer","5306","2","1058917562","RepDerekKilmer","0"
"CO-01","Diana","DeGette","801","2","28599820","RepDianaDeGette","0"
"TN-06","Diane","Black","4706","1","110545675","RepDianeBlack","0"
"CO-05","Doug","Lamborn","805","1","584012853","RepDLamborn","0"
"MD-04","Donna","Edwards","2404","2","82649553","repdonnaedwards","0"
"AK-AL","Don","Young","200","1","37007274","repdonyoung","0"
"GA-09","Doug","Collins","1309","1","1060487274","RepDougCollins","0"
"TX-30","Eddie Bernice","Johnson","4830","2","168502762","RepEBJ","0"
"CA-39","Ed","Royce","639","1","246769138","RepEdRoyce","0"
"KY-01","Ed","Whitfield","2101","1","234906311","RepEdWhitfield","0"
"NY-16","Eliot","Engel","3616","2","164007407","RepEliotEngel","0"
"MN-03","Erik","Paulsen","2703","1","17513304","RepErikPaulsen","0"
"CT-05","Elizabeth","Esty","905","2","1060984272","RepEsty","0"
"TN-08","Stephen","Fincher","4708","1","249219716","RepFincherTN08","0"
"PA-08","Mike","Fitzpatrick","4208","1","237944147","RepFitzpatrick","0"
"LA-04","John","Fleming","2204","1","84620376","RepFleming","0"
"MI-06","Fred","Upton","2606","1","124224165","RepFredUpton","0"
"CA-03","John","Garamendi","603","2","88806753","RepGaramendi","0"
"NJ-05","Scott","Garrett","3405","1","960696949","RepGarrett","0"
"CA-31","Gary","Miller","631","1","155642785","RepGaryMiller","0"
"MI-14","Gary","Peters","2614","2","236511574","RepGaryPeters","0"
"TX-29","Gene","Green","4829","2","111635527","RepGeneGreen","0"
"VA-06","Bob","Goodlatte","5106","1","37920978","RepGoodlatte","0"
"AZ-04","Paul","Gosar","404","1","240760644","RepGosar","0"
"NY-06","Grace","Meng","3606","2","1051127714","RepGraceMeng","0"
"OR-02","Greg","Walden","4102","1","32010840","repgregwalden","0"
"FL-12","Gus","Bilirakis","1212","1","26051676","RepGusBilirakis","0"
"KY-02","Brett","Guthrie","2102","1","114607567","RepGuthrie","0"
"WI-04","Gwen","Moore","5504","2","22669526","RepGwenMoore","0"
"KY-05","Hal","Rogers","2105","1","550401754","RepHalRogers","0"
"HI-01","Colleen","Hanabusa","1501","2","235373000","RepHanabusa","0"
"GA-04","Hank","Johnson","1304","2","24745957","RepHankJohnson","0"
"MO-04","Vicky","Hartzler","2904","1","237763317","RepHartzler","0"
"TX-05","Jeb","Hensarling","4805","1","18566912","RepHensarling","0"
"NC-13","George","Holding","3709","1","1058460818","RepHolding","0"
"NV-04","Steven","Horsford","3204","2","389840566","RepHorsford","0"
"CA-02","Jared","Huffman","602","2","1071102246","RepHuffman","0"
"MI-02","Bill","Huizenga","2602","1","233949261","RepHuizenga","0"
"IL-14","Randy","Hultgren","1714","1","237814920","RepHultgren","0"
"OK-01","Jim","Bridenstine","4001","1","1092757885","RepJBridenstine","0"
"CA-10","Jeff","Denham","610","1","248699486","RepJeffDenham","0"
"SC-03","Jeff","Duncan","4503","1","240393970","RepJeffDuncan","0"
"NY-08","Hakeem","Jeffries","3608","2","467823431","RepJeffries","0"
"NY-10","Jerry","Nadler","3610","2","40302336","RepJerryNadler","0"
"TN-05","Jim","Cooper","4705","2","22523087","repjimcooper","0"
"CA-16","Jim","Costa","616","2","245451804","RepJimCosta","0"
"UT-04","Jim","Matheson","4904","2","46016028","RepJimMatheson","0"
"WA-07","Jim","McDermott","5307","2","132201224","RepJimMcDermott","0"
"OH-16","Jim","Renacci","3916","1","236916916","RepJimRenacci","0"
"AL-01","Jo","Bonner","101","1","190798793","RepJoBonner","0"
"TX-06","Joe","Barton","4806","1","19929362","RepJoeBarton","0"
"CT-02","Joe","Courtney","902","2","85396297","RepJoeCourtney","0"
"NY-14","Joe","Crowley","3614","2","111635980","repjoecrowley","0"
"NV-03","Joe","Heck","3203","1","222286905","RepJoeHeck","0"
"MA-04","Joe","Kennedy","2504","2","1055907624","RepJoeKennedy","0"
"PA-16","Joe","Pitts","4216","1","198526130","RepJoePitts","0"
"GA-12","John","Barrow","1312","2","22812434","repjohnbarrow","0"
"CA-45","John","Campbell","645","1","248718904","RepJohnCampbell","0"
"MI-13","John","Conyers","2613","2","138770045","repjohnconyers","0"
"MN-02","John","Kline","2702","1","76350004","repjohnkline","0"
"CT-01","John","Larson","901","2","50452197","RepJohnLarson","0"
"GA-05","John","Lewis","1305","2","29450962","repjohnlewis","0"
"KY-03","John","Yarmuth","2103","2","384913290","RepJohnYarmuth","0"
"NJ-03","Jon","Runyan","3403","1","309267226","RepJonRunyan","0"
"NY-15","Jose","Serrano","3615","2","33563161","RepJoseSerrano","0"
"CA-27","Judy","Chu","627","2","193732179","RepJudyChu","0"
"MI-03","Justin","Amash","2603","1","233842454","repjustinamash","0"
"CA-37","Karen","Bass","637","2","239949176","RepKarenBass","0"
"TX-12","Kay","Granger","4812","1","161743731","RepKayGranger","0"
"TX-24","Kenny","Marchant","4824","1","23976316","RepKenMarchant","0"
"MI-11","Kerry","Bentivolio","2611","1","966442267","RepKerryB","0"
"TX-08","Kevin","Brady","4808","1","19926675","RepKevinBrady","0"
"KS-03","Kevin","Yoder","2003","1","252819642","RepKevinYoder","0"
"IL-16","Adam","Kinzinger","1716","1","219429281","RepKinzinger","0"
"SD-AL","Kristi","Noem","4600","1","235251868","RepKristiNoem","0"
"NJ-07","Leonard","Lance","3407","1","613725908","RepLanceNJ7","0"
"OK-05","James","Lankford","4005","1","225921757","RepLankford","0"
"IN-08","Larry","Bucshon","1808","1","234812598","RepLarryBucshon","0"
"CA-38","Linda","Sanchez","638","2","312134473","RepLindaSanchez","0"
"TX-35","Lloyd","Doggett","4835","2","153944899","RepLloydDoggett","0"
"NJ-02","Frank","LoBiondo","3402","1","241207373","RepLoBiondo","0"
"CA-24","Lois","Capps","624","2","292990703","RepLoisCapps","0"
"FL-22","Lois","Frankel","1222","2","1077121945","RepLoisFrankel","0"
"PA-11","Lou","Barletta","4211","1","239871673","RepLouBarletta","0"
"TX-01","Louie","Gohmert","4801","1","22055226","replouiegohmert","0"
"CA-47","Alan","Lowenthal","647","2","1055730738","RepLowenthal","0"
"KS-02","Lynn","Jenkins","2002","1","19658173","RepLynnJenkins","0"
"NY-12","Carolyn","Maloney","3612","2","258900199","RepMaloney","0"
"OH-11","Marcia","Fudge","3911","2","153486399","RepMarciaFudge","0"
"OH-09","Marcy","Kaptur","3909","2","581141508","RepMarcyKaptur","0"
"NC-11","Mark","Meadows","3707","1","963480595","RepMarkMeadows","0"
"CA-41","Mark","Takano","641","2","1037321378","RepMarkTakano","0"
"AL-02","Martha","Roby","102","1","224294785","RepMarthaRoby","0"
"CA-04","Tom","McClintock","604","1","50152441","RepMcClintock","0"
"MA-02","Jim","McGovern","2502","2","242426145","RepMcGovern","0"
"WV-01","David","McKinley","5401","1","240427862","RepMcKinley","0"
"CA-35","Gloria","Negrete McLeod","635","2","1027156464","RepMcLeod","0"
"CA-09","Jerry","McNerney","609","2","385429543","RepMcNerney","0"
"PA-07","Pat","Meehan","4207","1","248850174","RepMeehan","0"
"VA-09","Morgan","Griffith","5109","1","234057152","RepMGriffith","0"
"NY-11","Michael","Grimm","3611","1","235239775","repmichaelgrimm","0"
"SC-05","Mick","Mulvaney","4505","1","240385577","RepMickMulvaney","0"
"CO-06","Mike","Coffman","806","1","19407835","RepMikeCoffman","0"
"CA-17","Mike","Honda","617","2","16583468","RepMikeHonda","0"
"NC-07","Mike","McIntyre","3703","2","217547360","RepMikeMcIntyre","0"
"ME-02","Mike","Michaud","2302","2","19918558","RepMikeMichaud","0"
"KS-04","Mike","Pompeo","2004","1","244268646","RepMikePompeo","0"
"IL-05","Mike","Quigley","1705","2","56864092","RepMikeQuigley","0"
"MI-08","Mike J.","Rogers","2608","1","156703580","RepMikeRogers","0"
"AL-03","Mike D.","Rogers","103","1","33977070","RepMikeRogersAL","0"
"OH-10","Mike","Turner","3910","1","51228911","RepMikeTurner","0"
"AL-05","Mo","Brooks","105","1","237299871","RepMoBrooks","0"
"GA-10","Paul","Broun","1310","1","18811140","RepPaulBrounMD","0"
"WI-01","Paul","Ryan","5501","1","18916432","RepPaulRyan","0"
"CO-07","Ed","Perlmutter","807","2","20552026","RepPerlmutter","0"
"NY-02","Pete","King","3602","1","18277655","RepPeteKing","0"
"OR-04","Peter","DeFazio","4104","2","252249233","RepPeterDeFazio","0"
"VT-AL","Peter","Welch","5000","2","1410590874","PeterWelch","0"
"GA-11","Phil","Gingrey","1311","1","32506723","RepPhilGingrey","0"
"AZ-03","Raul","Grijalva","403","2","28602948","RepRaulGrijalva","0"
"NC-02","Renee","Ellmers","3710","1","213634439","RepReneeEllmers","0"
"WI-08","Reid","Ribble","5508","1","234053893","RepRibble","0"
"NY-22","Richard","Hanna","3622","1","236899846","RepRichardHanna","0"
"MA-01","Richie","Neal","2501","2","442824717","RepRichardNeal","0"
"LA-02","Cedric","Richmond","2202","2","267854863","RepRichmond","0"
"FL-11","Rich","Nugent","1211","1","236479311","RepRichNugent","0"
"AR-01","Rick","Crawford","501","1","233693291","RepRickCrawford","0"
"VA-05","Robert","Hurt","5105","1","234837632","RepRobertHurt","0"
"AZ-02","Ron","Barber","402","2","612117635","RepRonBarber","0"
"WI-03","Ron","Kind","5503","2","112740986","RepRonKind","0"
"CA-40","Lucille","Roybal-Allard","640","2","479872233","RepRoybalAllard","0"
"CA-20","Sam","Farr","620","2","158398519","RepSamFarr","0"
"MI-09","Sandy","Levin","2609","2","25781141","repsandylevin","0"
"OR-05","Kurt","Schrader","4105","2","20545793","RepSchrader","0"
"PA-04","Scott","Perry","4204","1","18773159","RepScottPerry","0"
"VA-02","Scott","Rigell","5102","1","221793778","RepScottRigell","0"
"WI-07","Sean","Duffy","5507","1","234022257","RepSeanDuffy","0"
